Nome do Produto;Descricao do Produto;Fabricante;Nome da Marca;Tipo;Custo Unitario;Preco Unitario;ID Produto;Categoria
Contoso DVD 58 DVD Storage Binder M55 Red;Store your CDs or DVDs in these beautiful binders, designed to look like books;Contoso, Ltd;Contoso;Regular;6,39;13,89;1638;Filme DVD
SV DVD 38 DVD Storage Binder E25 Black;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Econômico;5,09;9,99;1584;Filme DVD
SV DVD 38 DVD Storage Binder E25 Silver;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Econômico;5,09;9,99;1589;Filme DVD
SV DVD 38 DVD Storage Binder E25 Red;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Econômico;5,09;9,99;1594;Filme DVD
SV DVD 60 DVD Storage Binder L20 Black;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Luxo;7,58;22,89;1585;Filme DVD
SV DVD 60 DVD Storage Binder L20 Silver;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Luxo;7,58;22,89;1590;Filme DVD
SV DVD 60 DVD Storage Binder L20 Red;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Luxo;7,58;22,89;1595;Filme DVD
SV DVD 55DVD Storage Binder M56 Black;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Regular;5,82;12,66;1586;Filme DVD
SV DVD 55DVD Storage Binder M56 Silver;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Regular;5,82;12,66;1591;Filme DVD
SV DVD 55DVD Storage Binder M56 Red;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Regular;5,82;12,66;1596;Filme DVD
SV DVD 58 DVD Storage Binder M55 Black;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Regular;6,39;13,89;1583;Filme DVD
SV DVD 58 DVD Storage Binder M55 Silver;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Regular;6,39;13,89;1588;Filme DVD
SV DVD 58 DVD Storage Binder M55 Red;Store your CDs or DVDs in these beautiful binders, designed to look like books;Southridge Video;Southridge Video;Regular;6,39;13,89;1593;Filme DVD
The Phone Company PDA Phone Unlocked 3.7 inches M510 Black;Stream and store MP3s and videos with high quality stereo sound;The Phone Company;The Phone Company;Regular;109,45;238;1526;Tablet
The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver;Stream and store MP3s and videos with high quality stereo sound;The Phone Company;The Phone Company;Regular;109,45;238;1544;Tablet
The Phone Company PDA Phone Unlocked 3.7 inches M510 White;Stream and store MP3s and videos with high quality stereo sound;The Phone Company;The Phone Company;Regular;109,45;238;1562;Tablet
Contoso Cyber Shot Digital Cameras Adapter E306 Pink;Supplies a steady and reliable source of power, perfect for use while transferring images;Contoso, Ltd;Contoso;Econômico;20,39;39,99;1257;Acessório para Câmera
Contoso Cyber Shot Digital Cameras Adapter E306 Blue;Supplies a steady and reliable source of power, perfect for use while transferring images;Contoso, Ltd;Contoso;Econômico;20,39;39,99;1258;Acessório para Câmera
Contoso Cyber Shot Digital Cameras Adapter E306 Black;Supplies a steady and reliable source of power, perfect for use while transferring images;Contoso, Ltd;Contoso;Econômico;20,39;39,99;1259;Acessório para Câmera
"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold";Support 3G service, 5-megapixel camera/camcorder, bluetooth stereo music streaming;The Phone Company;The Phone Company;Regular;123,24;268;1445;Smartphone
The Phone Company Touch Screen Phones Capacitive M908 Black;Support 3G service, 5-megapixel camera/camcorder, bluetooth stereo music streaming;The Phone Company;The Phone Company;Regular;141,64;308;1416;Smartphone
The Phone Company Touch Screen Phones - CRT M11 Black;Support Bluetooth V2.0 and A2DP Bluetooth stereo and MP3/MP4 music player;The Phone Company;The Phone Company;Econômico;86,91;189;1423;Smartphone
The Phone Company Touch Screen Phones SAW/On-wall M806 Gold;Support Bluetooth V2.0 and A2DP Bluetooth stereo and MP3/MP4 music player;The Phone Company;The Phone Company;Regular;134,74;293;1452;Smartphone
Contoso DVD External DVD Burner M200 Black;Supported by Windows Vista, Windows XP, includes CD/DVD player & recording suite;Contoso, Ltd;Contoso;Regular;26,62;57,88;1642;Filme DVD
Contoso DVD External DVD Burner M200 Grey;Supported by Windows Vista, Windows XP, includes CD/DVD player & recording suite;Contoso, Ltd;Contoso;Regular;26,62;57,88;1643;Filme DVD
Contoso DVD External DVD Burner M200 Blue;Supported by Windows Vista, Windows XP, includes CD/DVD player & recording suite;Contoso, Ltd;Contoso;Regular;26,62;57,88;1644;Filme DVD
Contoso DVD External DVD Burner M200 Silver;Supported by Windows Vista, Windows XP, includes CD/DVD player & recording suite;Contoso, Ltd;Contoso;Regular;26,62;57,88;1645;Filme DVD
SV DVD External DVD Burner M200 Black;Supported by Windows Vista, Windows XP, includes CD/DVD player & recording suite;Southridge Video;Southridge Video;Regular;26,62;57,88;1597;Filme DVD
SV DVD External DVD Burner M200 Grey;Supported by Windows Vista, Windows XP, includes CD/DVD player & recording suite;Southridge Video;Southridge Video;Regular;26,62;57,88;1598;Filme DVD
SV DVD External DVD Burner M200 Blue;Supported by Windows Vista, Windows XP, includes CD/DVD player & recording suite;Southridge Video;Southridge Video;Regular;26,62;57,88;1599;Filme DVD
SV DVD External DVD Burner M200 Silver;Supported by Windows Vista, Windows XP, includes CD/DVD player & recording suite;Southridge Video;Southridge Video;Regular;26,62;57,88;1600;Filme DVD
Contoso Telephoto Conversion Lens X400 Silver;Telephoto conversion Lens for compatible cyber shot digital cameras;Contoso, Ltd;Contoso;Luxo;197,14;595;1293;Acessório para Câmera
Contoso Telephoto Conversion Lens X400 White;Telephoto conversion Lens for compatible cyber shot digital cameras;Contoso, Ltd;Contoso;Luxo;197,14;595;1294;Acessório para Câmera
Contoso Telephoto Conversion Lens X400 Black;Telephoto conversion Lens for compatible cyber shot digital cameras;Contoso, Ltd;Contoso;Luxo;197,14;595;1295;Acessório para Câmera
The Phone Company PDA Wifi 4.7-inch L290 Black;The sensitive slanted stylus tip gives you smooth navigation;The Phone Company;The Phone Company;Luxo;125,9;380;1522;Tablet
The Phone Company PDA Wifi 4.7-inch L290 Silver;The sensitive slanted stylus tip gives you smooth navigation;The Phone Company;The Phone Company;Luxo;125,9;380;1540;Tablet
The Phone Company PDA Wifi 4.7-inch L290 White;The sensitive slanted stylus tip gives you smooth navigation;The Phone Company;The Phone Company;Luxo;125,9;380;1558;Tablet
Contoso Touch Stylus Pen E150 Black;The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen;Contoso, Ltd;Econômico;133,33;5,09;9,99;Acessórios para Telefone & Table
Contoso Touch Stylus Pen E150 Silver;The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen;Contoso, Ltd;Econômico;133,33;5,09;9,99;Acessórios para Telefone & Table
Contoso Touch Stylus Pen E150 White;The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen;Contoso, Ltd;Econômico;133,33;5,09;9,99;Acessórios para Telefone & Table
Contoso Touch Stylus Pen E150 Red;The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen;Contoso, Ltd;Econômico;133,33;5,09;9,99;Acessórios para Telefone & Table
The Phone Company PDA Handheld 3.5 inch M610 Black;Toll free Numbers & Weights & Measures & Schedule planner;The Phone Company;The Phone Company;Regular;117,27;255;1529;Tablet
The Phone Company PDA Handheld 3.5 inch M610 Silver;Toll free Numbers & Weights & Measures & Schedule planner;The Phone Company;The Phone Company;Regular;117,27;255;1547;Tablet
The Phone Company PDA Handheld 3.5 inch M610 White;Toll free Numbers & Weights & Measures & Schedule planner;The Phone Company;The Phone Company;Regular;117,27;255;1565;Tablet
"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black";"Touch 3G phone with 2MP camera and 2.6"" TFT-LCD with backlight LED touch-sensitive screen";The Phone Company;The Phone Company;Regular;133,36;290;1421;Smartphone
The Phone Company Touch Screen Phones Capacitive M908 Gold;"Touch 3G phone with 2MP camera and 2.6"" TFT-LCD with backlight LED touch-sensitive screen";The Phone Company;The Phone Company;Regular;141,64;308;1450;Smartphone
Contoso Bluetooth Notebook Mouse E70 Black;Transceiver-free wireless connection to your PC with Bluetooth Technology;Contoso, Ltd;Contoso;Econômico;25,49;50;887;Acessório para Computado
Contoso Bluetooth Notebook Mouse E70 White;Transceiver-free wireless connection to your PC with Bluetooth Technology;Contoso, Ltd;Contoso;Econômico;25,49;50;888;Acessório para Computado
Contoso Bluetooth Notebook Mouse E70 Silver;Transceiver-free wireless connection to your PC with Bluetooth Technology;Contoso, Ltd;Contoso;Econômico;25,49;50;889;Acessório para Computado
Contoso Bluetooth Notebook Mouse E70 Grey;Transceiver-free wireless connection to your PC with Bluetooth Technology;Contoso, Ltd;Contoso;Econômico;25,49;50;890;Acessório para Computado
Contoso Bluetooth Notebook Mouse X305 Black;Transceiver-free wireless connection to your PC with Bluetooth Technology;Contoso, Ltd;Contoso;Luxo;49,7;150;883;Acessório para Computado
Contoso Bluetooth Notebook Mouse X305 White;Transceiver-free wireless connection to your PC with Bluetooth Technology;Contoso, Ltd;Contoso;Luxo;49,7;150;884;Acessório para Computado
Contoso Bluetooth Notebook Mouse X305 Silver;Transceiver-free wireless connection to your PC with Bluetooth Technology;Contoso, Ltd;Contoso;Luxo;49,7;150;885;Acessório para Computado
Contoso Bluetooth Notebook Mouse X305 Grey;Transceiver-free wireless connection to your PC with Bluetooth Technology;Contoso, Ltd;Contoso;Luxo;49,7;150;886;Acessório para Computado
SV 16xDVD M310 Black;Type:  16xDVD Playback, digital video recorder with 250GB hard drive. Network and Internet remote viewing with optional broadband router;Southridge Video;Southridge Video;Regular;59,32;129;168;DVD
SV 16xDVD M300 Black;Type:  16xDVD Playback, platform: Contoso 360.;Southridge Video;Southridge Video;Regular;54,72;119;166;DVD
SV 16xDVD M300 Silver;Type:  16xDVD Playback, platform: Contoso 360.;Southridge Video;Southridge Video;Regular;54,72;119;179;DVD
SV 16xDVD M330 Silver;Type:  16xDVD Playback. Digital Audio Output Type: HDMI, Optical & Coaxial. HDMI Outputs: Yes;Southridge Video;Southridge Video;Regular;50,13;109;183;DVD
SV 16xDVD M320 Silver;Type:  16xDVD Playback. Plays DVD, DVD-R/RW, DVD+R/RW, CD, CD-R/RW, MP3, WMA;Southridge Video;Southridge Video;Regular;54,72;119;182;DVD
SV 22xDVD X680 Black;Type:  22xDVD Playback, Line-In Recording - Satellite Link Recording.;Southridge Video;Southridge Video;Luxo;55,99;169;172;DVD
SV 8xDVD E120 Black;Type:  8xDVD Playback, type storage media - DVD-RAM, DVD-R/DVD-RAM purpose for video, native capacity 29.4 GB, write Speed 8x (max);Southridge Video;Southridge Video;Econômico;45,83;89,9;173;DVD
SV 8xDVD E100 Silver;Type:  8xDVD Playback, type Storage media - DVD-RAM. DVD-R/DVD-RAM purpose for video, native capacity 9.4 GB;Southridge Video;Southridge Video;Econômico;35,18;69;180;DVD
SV 8xDVD E100 Black;Type:  8xDVD Playback. Type Storage media-DVD-RAM. DVD-R/DVD-RAM purpose for video Native Capacity 9.4 GB;Southridge Video;Southridge Video;Econômico;35,18;69;167;DVD
SV 16xDVD M350 Black;Type: 16xDVD Playback plays DVD, DVD-R/RW, CD, CD-R/RW, MP3, WMA, and JPEG;Southridge Video;Southridge Video;Regular;53,76;116,9;175;DVD
SV 16xDVD M350 Silver;Type: 16xDVD Playback plays DVD, DVD-R/RW, CD, CD-R/RW, MP3, WMA, and JPEG;Southridge Video;Southridge Video;Regular;53,76;116,9;188;DVD
SV 16xDVD M360 Black;Type: 16xDVD Playback, digital audio output type: HDMI, Optical & Coaxial, HDMI outputs;Southridge Video;Southridge Video;Regular;58,36;126,9;176;DVD
SV 16xDVD M310 Silver;Type: 16xDVD Playback, digital video recorder with 250GB hard drive, network and Internet remote viewing with optional broadband router;Southridge Video;Southridge Video;Regular;59,32;129;181;DVD
SV 16xDVD M360 Silver;Type: 16xDVD Playback. Digital audio output type: HDMI, Optical & Coaxial, HDMI outputs.;Southridge Video;Southridge Video;Regular;58,36;126,9;189;DVD
SV 16xDVD M330 Black;Type: 16xDVD Playback. Digital Audio Output Type: HDMI, Optical & Coaxial. HDMI Outputs: Yes;Southridge Video;Southridge Video;Regular;50,13;109;170;DVD
SV 16xDVD M320 Black;Type: 16xDVD Playback. Plays DVD, DVD-R/RW, DVD+R/RW, CD, CD-R/RW, MP3, WMA;Southridge Video;Southridge Video;Regular;54,72;119;169;DVD
SV 22xDVD X680 Silver;Type: 22xDVD Playback, line-in recording-satellite link recording;Southridge Video;Southridge Video;Luxo;55,99;169;185;DVD
SV 22xDVD M600 Silver;Type: 22xDVD Playback, network and Internet remote viewing with optional broadband router;Southridge Video;Southridge Video;Regular;43,04;129,9;187;DVD
SV 22xDVD M600 Black;Type: 22xDVD Playback. Network and Internet remote viewing with optional broadband router;Southridge Video;Southridge Video;Regular;43,04;129,9;174;DVD
SV 8xDVD E130 Black;Type: 8xDVD Playback plays DVD Video, DVD+R/RW, DVD-R/RW, CD-R/RW and Audio CD, LED indicator;Southridge Video;Southridge Video;Econômico;29,01;56,9;177;DVD
SV 8xDVD E130 Silver;Type: 8xDVD Playback plays DVD Video, DVD+R/RW, DVD-R/RW, CD-R/RW and Audio CD, LED indicator;Southridge Video;Southridge Video;Econômico;29,01;56,9;190;DVD
SV 8xDVD E140 Silver;Type: 8xDVD playback, line-in recording-satellite link recording, sync recording to STB output;Southridge Video;Southridge Video;Econômico;33,65;66;191;DVD
SV 8xDVD E120 Silver;Type: 8xDVD Playback, type Storage media - DVD-RAM. DVD-R/DVD-RAM purpose for video, native capacity 29.4 GB, write Speed 8x (max);Southridge Video;Southridge Video;Econômico;45,83;89,9;186;DVD
SV 8xDVD E140 Black;Type: 8xDVD Playback. Line-In recording -satellite link recording. Sync recording to STB output;Southridge Video;Southridge Video;Econômico;33,65;66;178;DVD
SV 40GB USB2.0 Portable Hard Disk E400 Red;Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches;Southridge Video;Southridge Video;Econômico;38,74;75,99;903;Acessório para Computado
SV 40GB USB2.0 Portable Hard Disk E400 Silver;Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches;Southridge Video;Southridge Video;Econômico;38,74;75,99;904;Acessório para Computado
SV 40GB USB2.0 Portable Hard Disk E400 Blue;Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches;Southridge Video;Southridge Video;Econômico;38,74;75,99;905;Acessório para Computado
SV 40GB USB2.0 Portable Hard Disk E400 Yellow;Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches;Southridge Video;Southridge Video;Econômico;38,74;75,99;906;Acessório para Computado
SV 80GB USB2.0 Portable Hard Disk E500 Red;Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches;Southridge Video;Southridge Video;Econômico;52;102;907;Acessório para Computado
SV 80GB USB2.0 Portable Hard Disk E500 Silver;Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches;Southridge Video;Southridge Video;Econômico;52;102;908;Acessório para Computado
SV 80GB USB2.0 Portable Hard Disk E500 Blue;Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches;Southridge Video;Southridge Video;Econômico;52;102;909;Acessório para Computado
SV 80GB USB2.0 Portable Hard Disk E500 Yellow;Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches;Southridge Video;Southridge Video;Econômico;52;102;910;Acessório para Computado
